transaction_id,user_id,plan_type,subscription_amount,payment_mode,payment_status,renewal_status,transaction_timestamp
SUB00005424,USER002922,Family,1487.22,Card,Success,Cancelled,2026-04-01 01:26:37
SUB00005425,USER002059,Premium,698.55,Wallet,Success,Active,2025-12-25 03:43:41
SUB00005426,USER000756,Premium,917.29,Wallet,Success,Active,2023-04-07 23:43:42
SUB00005427,USER001055,Basic,255.26,NetBanking,Success,Cancelled,2023-10-23 09:36:55
SUB00005428,USER000168,Family,1006.89,NetBanking,Success,Active,2026-01-18 07:52:03
SUB00005429,USER000472,Family,1377.83,Wallet,Failed,Cancelled,2025-11-03 07:55:22
SUB00005430,USER001204,Basic,235.58,Wallet,Success,Cancelled,2024-05-17 21:45:07
SUB00005431,USER000465,Basic,327.32,Card,Success,Cancelled,2024-02-18 00:47:38
SUB00005432,USER001723,Basic,352.97,UPI,Success,Expired,2025-03-31 01:28:47
SUB00005433,USER001587,Sports,476.24,UPI,Pending,Expired,2023-07-07 18:06:08
SUB00005434,USER002101,Family,844.05,NetBanking,Pending,Active,2023-10-19 14:43:47
SUB00005435,USER001289,Family,812.04,Card,Success,Expired,2024-03-26 08:46:30
SUB00005436,USER001152,Basic,207.65,Wallet,Success,Cancelled,2023-02-19 02:13:46
SUB00005437,USER002300,Premium,927.60,Card,Success,Cancelled,2026-03-21 14:42:46
SUB00005438,USER000223,Sports,313.00,UPI,Pending,Active,2026-04-21 13:39:03
SUB00005439,USER001675,Family,1296.28,UPI,Failed,Cancelled,2024-04-18 05:29:05
SUB00005440,USER000789,Basic,370.56,Card,Success,Cancelled,2026-05-12 07:32:44
SUB00005441,USER002783,Sports,468.04,UPI,Failed,Expired,2024-09-08 14:11:54
SUB00005442,USER001827,Premium,836.33,Card,Pending,Cancelled,2026-04-14 01:46:55
SUB00005443,USER001270,Premium,564.69,NetBanking,Success,Active,2025-06-17 12:09:53
SUB00005444,USER002947,Premium,872.17,Wallet,Failed,Expired,2023-09-11 03:22:33
SUB00005445,USER000520,Premium,746.05,Wallet,Failed,Expired,2023-02-11 15:11:40
SUB00005446,USER000333,Basic,219.64,NetBanking,Pending,Active,2026-06-04 06:07:53
SUB00005447,USER000877,Basic,212.44,UPI,Success,Cancelled,2024-02-24 01:58:25
SUB00005448,USER000344,Premium,896.68,Card,Success,Cancelled,2024-11-14 11:10:54
SUB00005449,USER000209,Premium,743.58,Wallet,Failed,Active,2025-07-09 02:24:27
SUB00005450,USER002044,Family,1338.24,Card,Failed,Active,2024-05-22 11:49:43
SUB00005451,USER002234,Premium,655.68,Card,Success,Active,2024-05-27 16:55:54
SUB00005452,USER002070,Family,849.31,Wallet,Success,Cancelled,2026-06-04 13:51:33
SUB00005453,USER000025,Family,1009.43,Wallet,Success,Expired,2024-12-11 18:09:47
SUB00005454,USER002192,Sports,371.04,Card,Success,Active,2024-11-17 19:27:03
SUB00005455,USER001775,Basic,226.62,Wallet,Success,Active,2024-07-19 02:11:09
SUB00005456,USER002187,Premium,850.77,NetBanking,Success,Active,2026-03-24 23:40:31
SUB00005457,USER002069,Premium,854.96,Card,Success,Active,2025-05-24 13:37:10
SUB00005458,USER002945,Family,833.65,Wallet,Success,Cancelled,2023-10-19 18:59:02
SUB00005459,USER002409,Sports,446.50,UPI,Success,Expired,2025-11-07 11:35:43
SUB00005460,USER000842,Basic,218.91,Wallet,Success,Cancelled,2025-09-23 04:02:52
SUB00005461,USER001146,Premium,537.25,Wallet,Success,Expired,2023-10-31 17:32:06
SUB00005462,USER000009,Sports,502.11,UPI,Success,Cancelled,2023-11-06 06:31:14
SUB00005463,USER002435,Family,1470.80,UPI,Success,Expired,2023-11-22 04:50:30
SUB00005464,USER001573,Sports,478.20,Wallet,Success,Active,2023-03-12 21:54:51
SUB00005465,USER002145,Basic,276.72,Wallet,Failed,Active,2023-11-24 13:13:26
SUB00005466,USER001221,Premium,545.20,Card,Success,Active,2025-07-12 05:46:56
SUB00005467,USER000245,Basic,392.12,Wallet,Success,Active,2025-12-13 18:57:26
SUB00005468,USER002211,Premium,636.40,UPI,Success,Active,2025-10-15 10:33:40
SUB00005469,USER000614,Premium,528.07,NetBanking,Success,Cancelled,2025-02-07 05:59:02
SUB00005470,USER000814,Family,811.81,NetBanking,Success,Expired,2023-05-29 09:23:57
SUB00005471,USER000619,Basic,251.52,NetBanking,Pending,Expired,2026-02-19 03:57:31
SUB00005472,USER001971,Sports,527.58,NetBanking,Success,Cancelled,2025-07-24 19:50:05
SUB00005473,USER000854,Sports,487.84,NetBanking,Pending,Cancelled,2023-10-04 16:33:18
SUB00005474,USER001645,Family,1092.34,Wallet,Pending,Expired,2024-12-20 07:03:39
SUB00005475,USER002134,Family,1296.89,NetBanking,Success,Active,2026-01-16 12:08:03
SUB00005476,USER002931,Premium,877.01,Wallet,Failed,Cancelled,2026-03-30 04:40:20
SUB00005477,USER002611,Sports,495.14,Card,Failed,Active,2023-05-24 20:12:23
SUB00005478,USER000488,Family,1458.81,NetBanking,Success,Active,2024-02-26 03:43:36
SUB00005479,USER000920,Premium,966.15,Card,Success,Cancelled,2023-12-17 21:37:32
SUB00005480,USER002335,Basic,325.41,Card,Success,Expired,2024-03-12 12:08:09
SUB00005481,USER000813,Sports,328.01,NetBanking,Success,Expired,2024-09-10 15:41:20
SUB00005482,USER001767,Sports,671.13,NetBanking,Success,Cancelled,2024-10-25 02:26:20
SUB00005483,USER000661,Premium,936.73,Wallet,Success,Active,2024-04-17 17:37:44
SUB00005484,USER001440,Sports,323.85,UPI,Success,Expired,2023-10-21 21:58:04
SUB00005485,USER001087,Sports,515.05,Card,Success,Cancelled,2024-07-14 09:39:43
SUB00005486,USER001566,Basic,352.05,NetBanking,Success,Expired,2026-01-22 07:24:05
SUB00005487,USER001101,Sports,591.41,UPI,Success,Expired,2023-06-09 12:32:17
SUB00005488,USER001423,Premium,675.18,Wallet,Pending,Cancelled,2024-09-08 06:50:40
SUB00005489,USER000335,Basic,368.39,NetBanking,Pending,Active,2024-08-20 11:22:34
SUB00005490,USER001248,Sports,593.30,UPI,Success,Active,2024-11-16 21:36:58
SUB00005491,USER002338,Basic,258.06,Card,Success,Cancelled,2023-10-17 10:04:46
SUB00005492,USER000263,Sports,490.15,Wallet,Success,Active,2026-05-19 02:30:42
SUB00005493,USER001722,Sports,674.91,Wallet,Pending,Active,2024-12-12 20:54:34
SUB00005494,USER000604,Family,1279.42,Wallet,Success,Cancelled,2023-01-05 20:23:50
SUB00005495,USER000629,Basic,207.09,UPI,Success,Expired,2026-05-27 18:06:55
SUB00005496,USER000863,Sports,379.74,Wallet,Success,Expired,2025-04-15 09:09:44
SUB00005497,USER000548,Family,1022.64,UPI,Failed,Cancelled,2025-12-17 07:53:49
SUB00005498,USER001670,Family,1455.97,Wallet,Success,Expired,2026-02-24 20:35:08
SUB00005499,USER000478,Premium,919.30,Wallet,Pending,Expired,2025-12-25 05:56:55
SUB00005500,USER000677,Family,1327.28,Card,Success,Active,2023-04-12 09:04:50
SUB00005501,USER000880,Basic,330.79,NetBanking,Success,Active,2023-08-26 23:33:45
SUB00005502,USER000667,Family,1194.19,UPI,Success,Expired,2025-07-26 02:54:57
SUB00005503,USER001168,Premium,991.04,Card,Pending,Expired,2023-02-15 03:04:03
SUB00005504,USER001272,Family,1084.88,Wallet,Success,Active,2025-03-18 02:23:29
SUB00005505,USER002081,Basic,322.13,Card,Pending,Expired,2023-09-04 03:38:41
SUB00005506,USER000029,Premium,724.01,UPI,Success,Expired,2023-03-10 20:35:57
SUB00005507,USER000955,Family,1156.94,Card,Success,Cancelled,2024-07-18 16:11:01
SUB00005508,USER002733,Sports,442.89,Card,Pending,Cancelled,2025-05-13 05:54:24
SUB00005509,USER001732,Family,967.20,Wallet,Success,Expired,2023-02-17 07:42:27
SUB00005510,USER000398,Sports,398.93,NetBanking,Failed,Active,2023-05-22 19:15:44
SUB00005511,USER002649,Basic,284.58,Wallet,Failed,Expired,2023-03-23 06:54:17
SUB00005512,USER000100,Sports,659.22,Card,Success,Expired,2025-01-15 10:43:37
SUB00005513,USER002977,Basic,371.30,Card,Failed,Active,2023-09-12 12:43:35
SUB00005514,USER000196,Basic,232.84,Wallet,Failed,Active,2024-01-07 04:32:21
SUB00005515,USER000181,Family,1307.15,UPI,Failed,Expired,2026-04-07 10:21:20
SUB00005516,USER001157,Sports,368.32,NetBanking,Failed,Cancelled,2025-02-25 00:28:18
SUB00005517,USER001632,Premium,827.40,UPI,Success,Expired,2024-02-28 16:08:40
SUB00005518,USER001560,Premium,881.88,Card,Failed,Expired,2026-06-28 14:11:32
SUB00005519,USER002232,Premium,950.41,UPI,Success,Active,2024-02-03 08:10:10
SUB00005520,USER000172,Family,1212.15,UPI,Failed,Cancelled,2025-07-14 22:36:31
SUB00005521,USER000334,Basic,371.60,NetBanking,Pending,Expired,2026-02-21 08:27:58
SUB00005522,USER001388,Sports,629.17,UPI,Success,Cancelled,2023-09-08 10:55:24
SUB00005523,USER001707,Basic,239.01,Card,Success,Cancelled,2025-12-30 00:48:56
SUB00005524,USER002497,Premium,766.80,UPI,Failed,Active,2025-04-08 04:35:32
SUB00005525,USER002085,Sports,377.07,Wallet,Failed,Cancelled,2025-10-16 12:02:09
SUB00005526,USER000100,Premium,907.82,NetBanking,Pending,Cancelled,2024-09-24 21:34:37
SUB00005527,USER002445,Family,1036.46,Card,Success,Expired,2024-04-06 07:36:15
SUB00005528,USER001182,Sports,629.63,NetBanking,Success,Active,2024-02-25 16:34:53
SUB00005529,USER000491,Premium,549.20,UPI,Success,Expired,2024-09-17 09:47:58
SUB00005530,USER002711,Family,1415.69,Wallet,Success,Cancelled,2023-05-14 01:04:36
SUB00005531,USER002227,Family,841.08,Wallet,Success,Expired,2025-06-04 07:53:21
SUB00005532,USER002293,Sports,409.26,Wallet,Success,Expired,2024-04-17 06:41:50
SUB00005533,USER000622,Basic,287.72,UPI,Failed,Cancelled,2025-07-06 19:03:06
SUB00005534,USER000413,Premium,609.22,Card,Pending,Active,2025-06-22 05:37:47
SUB00005535,USER001196,Basic,237.22,Card,Pending,Cancelled,2025-11-01 10:01:57
SUB00005536,USER001567,Premium,960.42,Wallet,Success,Active,2023-03-12 12:16:53
SUB00005537,USER001020,Sports,531.09,Wallet,Success,Cancelled,2023-12-24 00:27:20
SUB00005538,USER002351,Basic,356.62,Wallet,Success,Active,2024-07-02 10:25:25
SUB00005539,USER000959,Family,1465.84,NetBanking,Failed,Expired,2024-07-12 09:58:51
SUB00005540,USER001011,Premium,659.06,Wallet,Success,Active,2025-08-23 15:36:12
SUB00005541,USER001304,Sports,306.49,NetBanking,Success,Expired,2026-06-27 22:05:46
SUB00005542,USER002404,Premium,696.08,Wallet,Success,Expired,2023-03-17 02:29:47
SUB00005543,USER000970,Sports,683.07,Wallet,Success,Active,2026-04-08 07:36:38
SUB00005544,USER002807,Basic,292.34,Wallet,Success,Cancelled,2025-07-07 00:55:09
SUB00005545,USER000224,Family,1128.42,Card,Pending,Cancelled,2025-04-04 00:49:18
SUB00005546,USER001028,Basic,378.13,UPI,Success,Active,2024-11-29 09:31:59
SUB00005547,USER001663,Basic,340.01,NetBanking,Success,Active,2024-02-11 08:19:03
SUB00005548,USER000965,Premium,617.97,Card,Success,Expired,2023-11-14 16:24:30
SUB00005549,USER000451,Sports,597.69,Card,Success,Expired,2024-08-02 20:49:22
SUB00005550,USER000808,Sports,339.94,Card,Success,Active,2023-06-17 14:19:18
SUB00005551,USER001588,Family,1358.46,UPI,Pending,Expired,2026-05-06 01:50:36
SUB00005552,USER001166,Premium,874.20,NetBanking,Success,Active,2024-11-21 08:57:09
SUB00005553,USER001835,Sports,299.67,Card,Success,Expired,2024-05-12 08:19:53
SUB00005554,USER001400,Basic,395.66,Wallet,Success,Expired,2023-04-19 20:00:47
SUB00005555,USER002188,Family,1053.53,Card,Success,Cancelled,2026-02-07 11:05:49
SUB00005556,USER002331,Basic,273.24,UPI,Success,Active,2023-07-31 19:41:54
SUB00005557,USER001611,Sports,541.94,Card,Success,Cancelled,2023-05-25 17:29:30
SUB00005558,USER001375,Basic,285.08,NetBanking,Success,Cancelled,2023-09-23 23:49:33
SUB00005559,USER000426,Family,1394.19,Card,Success,Expired,2026-05-24 20:06:48
SUB00005560,USER001536,Family,910.66,UPI,Success,Active,2026-03-08 13:25:49
SUB00005561,USER002194,Family,1368.87,NetBanking,Pending,Cancelled,2024-03-20 11:56:23
SUB00005562,USER002112,Premium,794.36,NetBanking,Success,Active,2025-12-10 18:18:56
SUB00005563,USER000175,Family,1209.59,UPI,Success,Expired,2025-09-30 07:33:02
SUB00005564,USER001141,Premium,826.27,Card,Pending,Cancelled,2024-11-16 16:59:22
SUB00005565,USER000496,Family,1000.53,UPI,Success,Cancelled,2023-10-14 17:12:18
SUB00005566,USER002629,Family,1283.87,Wallet,Success,Cancelled,2023-04-14 05:50:53
SUB00005567,USER001683,Family,917.82,Card,Success,Expired,2026-05-27 23:49:21
SUB00005568,USER001217,Basic,270.52,NetBanking,Success,Active,2023-04-27 02:37:31
SUB00005569,USER000482,Basic,206.58,UPI,Success,Cancelled,2024-01-05 16:53:37
SUB00005570,USER000059,Premium,573.48,Wallet,Success,Cancelled,2026-03-08 23:35:25
SUB00005571,USER002391,Sports,319.65,Wallet,Failed,Cancelled,2026-04-01 09:29:03
SUB00005572,USER002741,Premium,833.96,NetBanking,Success,Active,2024-01-10 00:24:43
SUB00005573,USER000262,Premium,757.32,NetBanking,Success,Expired,2023-06-16 18:32:56
SUB00005574,USER002800,Sports,577.16,Card,Success,Active,2026-01-27 00:30:05
SUB00005575,USER001975,Basic,387.22,NetBanking,Pending,Cancelled,2023-08-20 22:55:57
SUB00005576,USER001073,Family,1455.92,Card,Failed,Expired,2025-04-16 05:37:39
SUB00005577,USER002744,Family,1435.19,UPI,Success,Cancelled,2023-08-19 17:28:08
SUB00005578,USER002239,Family,990.78,Wallet,Success,Expired,2025-03-25 01:37:30
SUB00005579,USER002011,Family,825.22,Wallet,Success,Cancelled,2025-02-21 22:05:35
SUB00005580,USER001928,Sports,506.39,Wallet,Pending,Expired,2026-04-23 13:34:23
SUB00005581,USER000015,Sports,361.86,UPI,Success,Expired,2024-06-16 09:59:50
SUB00005582,USER000350,Sports,543.52,NetBanking,Success,Active,2025-07-18 16:16:37
SUB00005583,USER002640,Premium,967.27,Wallet,Success,Expired,2024-07-18 10:07:57
SUB00005584,USER000963,Sports,457.53,Wallet,Success,Expired,2026-06-21 17:42:58
SUB00005585,USER000547,Basic,287.95,Wallet,Success,Active,2023-07-22 19:06:12
SUB00005586,USER001605,Sports,515.72,Wallet,Failed,Expired,2024-03-16 00:03:45
SUB00005587,USER002763,Basic,297.73,UPI,Pending,Active,2024-03-25 03:06:56
SUB00005588,USER001602,Premium,573.83,Wallet,Success,Expired,2026-01-21 04:09:04
SUB00005589,USER000503,Sports,531.64,Card,Failed,Expired,2025-10-14 04:01:05
SUB00005590,USER001940,Sports,633.37,Wallet,Success,Active,2023-09-05 14:40:26
SUB00005591,USER002879,Sports,309.12,UPI,Success,Expired,2024-08-02 17:05:03
SUB00005592,USER000289,Basic,316.77,NetBanking,Success,Expired,2024-05-22 13:47:57
SUB00005593,USER001773,Family,1020.49,Wallet,Failed,Expired,2024-09-18 03:25:12
SUB00005594,USER002009,Family,1431.55,Card,Success,Active,2024-12-15 00:24:27
SUB00005595,USER001530,Premium,762.27,NetBanking,Success,Active,2023-06-21 03:44:10
SUB00005596,USER000945,Family,1205.78,NetBanking,Success,Active,2025-01-05 19:27:06
SUB00005597,USER000542,Basic,304.53,UPI,Failed,Cancelled,2024-11-23 12:35:59
SUB00005598,USER002364,Premium,961.63,Card,Success,Active,2023-06-07 04:06:21
SUB00005599,USER000196,Premium,627.67,NetBanking,Success,Expired,2026-04-15 02:55:21
SUB00005600,USER002260,Premium,854.61,Wallet,Success,Active,2024-01-29 12:49:10
SUB00005601,USER001223,Basic,315.79,Wallet,Pending,Active,2025-05-15 16:13:55
SUB00005602,USER000578,Sports,331.00,Wallet,Success,Active,2024-06-08 05:49:42
SUB00005603,USER000329,Premium,977.48,Wallet,Success,Expired,2024-04-22 07:53:28
SUB00005604,USER001052,Basic,397.31,NetBanking,Pending,Expired,2023-11-15 10:57:34
SUB00005605,USER000544,Basic,243.67,NetBanking,Success,Cancelled,2025-03-21 03:01:25
SUB00005606,USER002000,Family,1185.71,Card,Success,Expired,2023-05-01 20:53:38
SUB00005607,USER000103,Basic,289.50,Card,Failed,Expired,2023-08-04 19:01:11
SUB00005608,USER000963,Premium,859.25,Wallet,Success,Expired,2023-08-01 04:07:10
SUB00005609,USER001572,Sports,590.56,Card,Success,Expired,2023-01-02 06:46:18
SUB00005610,USER002030,Family,827.67,NetBanking,Failed,Active,2024-11-03 22:27:43
SUB00005611,USER002142,Premium,878.85,Card,Success,Cancelled,2024-04-05 03:40:36
SUB00005612,USER002330,Family,1221.61,NetBanking,Success,Expired,2023-07-26 02:55:27
SUB00005613,USER002473,Family,1185.18,UPI,Success,Active,2023-05-28 23:40:39
SUB00005614,USER001322,Sports,360.19,Wallet,Pending,Active,2023-02-02 22:50:42
SUB00005615,USER000538,Sports,350.60,Wallet,Success,Expired,2025-10-31 09:53:08
SUB00005616,USER001415,Basic,333.38,Card,Failed,Active,2024-01-17 17:22:46
SUB00005617,USER002650,Premium,633.09,Card,Success,Expired,2026-03-02 00:57:23
SUB00005618,USER002746,Sports,615.41,Wallet,Pending,Expired,2025-09-28 15:52:05
SUB00005619,USER001692,Premium,790.09,NetBanking,Success,Expired,2025-11-12 20:14:46
SUB00005620,USER000068,Basic,360.72,NetBanking,Success,Active,2023-08-18 04:24:06
SUB00005621,USER000664,Sports,321.43,NetBanking,Success,Active,2026-02-19 05:06:46
SUB00005622,USER001318,Basic,228.78,NetBanking,Success,Active,2024-07-18 05:08:18
SUB00005623,USER002525,Basic,244.27,UPI,Success,Expired,2024-04-19 04:48:46
SUB00005624,USER001270,Premium,863.42,Wallet,Pending,Active,2024-04-10 01:36:16
SUB00005625,USER000424,Premium,570.17,Card,Success,Expired,2023-05-02 19:04:12
SUB00005626,USER000642,Sports,666.82,Wallet,Success,Expired,2023-11-07 12:08:17
SUB00005627,USER001677,Basic,232.29,NetBanking,Success,Active,2025-07-02 18:51:10
SUB00005628,USER001396,Basic,267.69,Card,Success,Cancelled,2024-06-04 02:37:36
SUB00005629,USER000941,Premium,863.10,UPI,Success,Cancelled,2025-10-10 15:00:37
SUB00005630,USER001286,Basic,243.10,NetBanking,Success,Expired,2024-04-16 17:42:00
SUB00005631,USER002552,Basic,395.07,Card,Success,Expired,2025-02-12 12:38:13
SUB00005632,USER002399,Basic,244.65,UPI,Failed,Active,2023-10-26 12:08:06
SUB00005633,USER002698,Family,914.74,Card,Pending,Expired,2026-03-05 13:48:29
SUB00005634,USER001846,Premium,727.26,NetBanking,Failed,Expired,2024-07-15 09:00:52
SUB00005635,USER000406,Premium,912.46,Wallet,Success,Active,2023-04-05 11:51:09
SUB00005636,USER000976,Sports,692.66,NetBanking,Success,Expired,2025-12-27 04:06:25
SUB00005637,USER001838,Family,899.61,Wallet,Success,Expired,2024-04-04 13:54:17
SUB00005638,USER001717,Sports,556.27,Card,Success,Cancelled,2026-06-29 14:09:10
SUB00005639,USER002055,Family,1044.84,NetBanking,Success,Active,2024-09-06 08:13:24
SUB00005640,USER000126,Basic,279.06,UPI,Success,Active,2023-03-02 17:25:55
SUB00005641,USER001409,Family,1221.34,Card,Success,Cancelled,2023-05-30 09:13:27
SUB00005642,USER000706,Premium,527.81,Card,Success,Cancelled,2024-09-20 06:58:28
SUB00005643,USER001304,Sports,479.16,Wallet,Success,Expired,2025-11-29 12:55:17
SUB00005644,USER001180,Family,955.98,Wallet,Success,Active,2026-05-05 09:04:51
SUB00005645,USER002823,Sports,473.04,UPI,Success,Cancelled,2023-05-21 18:18:54
SUB00005646,USER000699,Basic,321.67,Wallet,Success,Cancelled,2025-06-24 14:23:44
SUB00005647,USER001330,Sports,328.95,Wallet,Pending,Cancelled,2025-08-14 02:45:46
SUB00005648,USER002602,Basic,246.70,Card,Success,Active,2024-06-20 07:18:45
SUB00005649,USER000863,Family,1485.66,Card,Pending,Cancelled,2024-03-08 00:20:52
SUB00005650,USER000461,Premium,509.97,UPI,Pending,Active,2023-01-02 13:33:40
SUB00005651,USER001974,Premium,663.41,Wallet,Failed,Expired,2023-10-12 12:30:28
SUB00005652,USER000145,Premium,663.84,NetBanking,Pending,Expired,2023-11-17 08:22:23
SUB00005653,USER000069,Family,1279.88,Wallet,Success,Active,2025-04-30 04:36:17
SUB00005654,USER001998,Sports,404.34,Wallet,Success,Cancelled,2024-05-13 12:34:02
SUB00005655,USER001360,Family,924.10,Wallet,Success,Active,2024-11-30 10:46:26
SUB00005656,USER001759,Family,979.73,Card,Pending,Active,2026-06-06 06:27:11
SUB00005657,USER001422,Sports,538.60,Wallet,Pending,Cancelled,2025-11-14 04:16:40
SUB00005658,USER002820,Family,963.97,UPI,Pending,Cancelled,2025-01-06 00:26:48
SUB00005659,USER000139,Premium,878.96,Wallet,Pending,Active,2023-05-11 12:23:04
SUB00005660,USER002653,Sports,547.81,UPI,Success,Cancelled,2026-01-18 17:06:12
SUB00005661,USER001786,Basic,219.42,UPI,Pending,Expired,2023-12-03 23:13:33
SUB00005662,USER001010,Sports,437.15,Wallet,Pending,Cancelled,2024-10-31 00:40:56
SUB00005663,USER002494,Premium,995.56,NetBanking,Success,Expired,2026-06-03 17:17:24
SUB00005664,USER000160,Family,1201.47,Wallet,Success,Expired,2026-01-01 03:46:38
SUB00005665,USER000653,Premium,832.96,Wallet,Success,Active,2025-11-22 01:25:24
SUB00005666,USER000926,Premium,840.38,NetBanking,Success,Expired,2024-02-22 20:21:44
SUB00005667,USER000019,Premium,938.45,Wallet,Success,Expired,2023-06-07 11:50:08
SUB00005668,USER001434,Basic,229.59,Wallet,Success,Active,2024-09-29 05:46:55
SUB00005669,USER000330,Sports,440.18,UPI,Success,Expired,2025-01-30 01:31:49
SUB00005670,USER001802,Sports,361.33,NetBanking,Pending,Expired,2023-08-31 06:11:35
SUB00005671,USER000250,Sports,379.78,UPI,Failed,Expired,2023-02-18 05:40:35
SUB00005672,USER002323,Basic,332.10,UPI,Success,Expired,2023-08-10 18:55:33
SUB00005673,USER002075,Basic,248.89,Card,Success,Active,2023-02-17 10:41:59
SUB00005674,USER002520,Family,1023.25,NetBanking,Failed,Active,2023-05-01 09:57:43
SUB00005675,USER000756,Family,983.30,Wallet,Success,Active,2024-04-19 22:51:29
SUB00005676,USER001231,Premium,758.41,UPI,Success,Cancelled,2024-01-31 09:46:58
SUB00005677,USER001955,Basic,303.24,Wallet,Pending,Active,2025-02-19 08:38:19
SUB00005678,USER001695,Family,1294.64,Card,Success,Active,2024-02-02 06:14:16
SUB00005679,USER001603,Family,1194.53,NetBanking,Success,Cancelled,2025-03-22 07:38:10
SUB00005680,USER001296,Family,1194.30,NetBanking,Failed,Active,2026-05-18 10:53:17
SUB00005681,USER002736,Premium,535.17,UPI,Success,Cancelled,2024-10-02 11:29:20
SUB00005682,USER002859,Sports,311.86,NetBanking,Success,Expired,2024-05-24 16:23:01
SUB00005683,USER000427,Premium,611.43,UPI,Success,Expired,2023-07-11 01:50:32
SUB00005684,USER001635,Basic,256.65,UPI,Pending,Cancelled,2026-01-08 07:36:36
SUB00005685,USER001068,Basic,373.56,UPI,Success,Active,2025-03-21 11:55:24
SUB00005686,USER001275,Sports,421.52,UPI,Success,Expired,2024-09-29 05:35:18
SUB00005687,USER000059,Basic,295.83,Card,Failed,Cancelled,2025-12-06 01:07:11
SUB00005688,USER002031,Family,1356.63,Wallet,Failed,Cancelled,2024-08-27 02:07:19
SUB00005689,USER001638,Family,1418.68,NetBanking,Success,Active,2023-10-07 01:53:10
SUB00005690,USER001021,Premium,991.72,Card,Success,Expired,2023-06-06 04:31:14
SUB00005691,USER001375,Family,1120.47,UPI,Success,Cancelled,2024-07-01 22:32:15
SUB00005692,USER000640,Sports,344.98,UPI,Success,Expired,2026-05-21 17:20:44
SUB00005693,USER000296,Basic,324.15,Card,Success,Cancelled,2026-01-23 07:59:34
SUB00005694,USER001855,Family,951.62,UPI,Pending,Active,2023-06-17 13:08:25
SUB00005695,USER001209,Sports,640.55,Wallet,Success,Active,2023-09-01 17:24:03
SUB00005696,USER002644,Family,985.31,UPI,Success,Cancelled,2025-03-25 12:36:26
SUB00005697,USER001940,Family,865.73,UPI,Success,Cancelled,2023-04-18 18:33:40
SUB00005698,USER002148,Sports,475.87,UPI,Success,Cancelled,2023-12-10 10:46:09
SUB00005699,USER000537,Basic,360.48,UPI,Failed,Cancelled,2023-02-01 14:57:38
SUB00005700,USER002871,Basic,230.34,Card,Success,Expired,2026-01-28 18:50:14
SUB00005701,USER001923,Basic,295.04,Wallet,Pending,Active,2026-01-17 08:55:03
SUB00005702,USER001896,Family,1306.31,UPI,Success,Cancelled,2024-10-27 06:43:16
SUB00005703,USER002438,Sports,646.40,Wallet,Pending,Expired,2023-09-09 10:00:33
SUB00005704,USER000746,Premium,914.83,NetBanking,Success,Active,2026-01-26 03:53:44
SUB00005705,USER002796,Basic,230.50,UPI,Success,Cancelled,2023-02-18 12:31:11
SUB00005706,USER001699,Family,1030.72,Wallet,Success,Active,2025-02-27 17:21:29
SUB00005707,USER001637,Basic,280.24,UPI,Success,Cancelled,2025-02-13 10:01:50
SUB00005708,USER001382,Sports,648.38,NetBanking,Success,Cancelled,2026-03-31 03:37:28
SUB00005709,USER002785,Premium,804.89,UPI,Failed,Expired,2026-02-24 03:26:01
SUB00005710,USER001723,Sports,312.05,Wallet,Success,Expired,2026-05-14 23:59:03
SUB00005711,USER001236,Sports,584.66,Wallet,Success,Active,2024-05-31 11:15:28
SUB00005712,USER000642,Premium,988.89,Wallet,Success,Active,2023-10-03 09:24:08
SUB00005713,USER000255,Basic,224.02,NetBanking,Failed,Cancelled,2023-05-24 06:59:41
SUB00005714,USER000659,Premium,507.22,Wallet,Pending,Active,2026-01-29 12:15:07
SUB00005715,USER001887,Family,1313.10,NetBanking,Success,Expired,2024-03-19 15:34:45
SUB00005716,USER000220,Premium,517.05,Card,Success,Cancelled,2024-08-24 05:21:10
SUB00005717,USER001815,Sports,383.22,UPI,Success,Active,2026-05-24 09:51:59
SUB00005718,USER001901,Family,1319.00,Wallet,Pending,Active,2024-06-12 03:46:06
SUB00005719,USER001557,Sports,488.76,UPI,Pending,Cancelled,2024-07-07 11:00:21
SUB00005720,USER002816,Family,1193.91,Wallet,Failed,Cancelled,2025-10-12 09:53:59
SUB00005721,USER001535,Basic,247.79,Card,Success,Cancelled,2024-06-16 11:24:38
SUB00005722,USER000155,Premium,687.60,NetBanking,Failed,Active,2023-03-24 15:30:29
SUB00005723,USER001959,Sports,311.92,UPI,Success,Cancelled,2025-09-18 20:54:46
SUB00005724,USER001269,Family,1432.42,UPI,Success,Active,2024-07-07 14:36:01
SUB00005725,USER000053,Premium,922.20,NetBanking,Failed,Cancelled,2023-05-15 17:49:14
SUB00005726,USER002256,Basic,357.63,NetBanking,Success,Expired,2024-02-24 08:45:47
SUB00005727,USER000548,Family,879.15,Card,Success,Active,2023-12-08 20:23:00
SUB00005728,USER002411,Premium,987.60,Wallet,Failed,Cancelled,2023-02-24 15:01:17
SUB00005729,USER002407,Family,1135.01,NetBanking,Pending,Cancelled,2023-07-15 05:41:35
SUB00005730,USER001167,Family,1000.55,Card,Success,Expired,2023-05-30 23:12:04
SUB00005731,USER000427,Family,1213.23,NetBanking,Failed,Cancelled,2024-11-17 21:35:17
SUB00005732,USER001524,Premium,642.47,Wallet,Success,Cancelled,2025-07-12 18:15:55
