search_id,user_id,search_query,recommended_content,clicked_content,recommendation_score,search_timestamp
SRCH00008824,USER000573,Kids,CONT000521,CONT000079,0.60,2023-02-02 14:49:02
SRCH00008825,USER002278,Kids,CONT000455,CONT000484,0.07,2026-05-18 13:19:55
SRCH00008826,USER002925,Comedy,CONT000283,CONT000283,0.49,2025-11-22 01:49:44
SRCH00008827,USER000557,Drama,CONT000075,CONT000075,0.17,2025-04-11 20:23:42
SRCH00008828,USER002282,IPL,CONT000368,CONT000976,0.00,2025-07-23 06:58:32
SRCH00008829,USER002921,Kids,CONT000966,CONT000396,0.48,2023-09-19 04:11:47
SRCH00008830,USER001915,Documentary,CONT000890,CONT000082,0.47,2023-01-11 19:08:08
SRCH00008831,USER000393,Action Movies,CONT000516,CONT000891,0.21,2024-07-07 13:28:58
SRCH00008832,USER000659,Comedy,CONT000296,CONT000296,0.42,2026-01-11 11:49:49
SRCH00008833,USER001810,Comedy,CONT000086,CONT000529,0.68,2023-08-17 04:55:24
SRCH00008834,USER002117,Marvel,CONT000315,CONT000544,0.50,2024-07-22 16:46:10
SRCH00008835,USER000070,KDrama,CONT000718,CONT000209,0.26,2023-11-20 00:11:34
SRCH00008836,USER002455,Sci-Fi,CONT000871,CONT000639,0.61,2025-12-07 04:46:28
SRCH00008837,USER001345,Anime,CONT000460,CONT000199,0.06,2024-01-26 23:36:56
SRCH00008838,USER001071,IPL,CONT000874,CONT000744,0.57,2025-01-12 01:58:24
SRCH00008839,USER000186,Marvel,CONT000068,CONT000474,0.10,2026-05-30 03:07:05
SRCH00008840,USER000860,Drama,CONT000620,CONT000686,0.11,2024-01-14 21:56:51
SRCH00008841,USER001014,Marvel,CONT000996,CONT000493,0.75,2024-11-23 15:35:28
SRCH00008842,USER002038,Drama,CONT000318,CONT000718,0.64,2024-08-26 18:07:02
SRCH00008843,USER000175,Sci-Fi,CONT000030,CONT000030,0.14,2026-05-23 18:15:58
SRCH00008844,USER002122,IPL,CONT000515,CONT000983,0.40,2023-02-07 20:48:46
SRCH00008845,USER001838,IPL,CONT000761,CONT000679,0.22,2025-11-01 02:50:32
SRCH00008846,USER002544,KDrama,CONT000526,CONT000704,0.70,2025-04-10 10:34:59
SRCH00008847,USER000507,IPL,CONT000143,CONT000143,0.88,2025-11-14 07:56:11
SRCH00008848,USER001660,Marvel,CONT000201,CONT000201,0.47,2025-06-16 05:08:41
SRCH00008849,USER001274,Comedy,CONT000293,CONT000300,0.21,2026-03-05 16:46:41
SRCH00008850,USER000538,Documentary,CONT000489,CONT000464,0.49,2026-01-19 08:24:17
SRCH00008851,USER000436,KDrama,CONT000954,CONT000869,0.40,2025-07-09 18:27:05
SRCH00008852,USER000082,Anime,CONT000665,CONT000913,0.50,2024-08-04 16:47:28
SRCH00008853,USER001497,Kids,CONT000430,CONT000067,0.70,2023-03-25 11:02:32
SRCH00008854,USER001037,Drama,CONT000300,CONT000601,0.60,2025-03-24 00:46:14
SRCH00008855,USER001273,IPL,CONT000708,CONT000922,0.71,2023-06-06 09:16:44
SRCH00008856,USER002582,Kids,CONT000842,CONT000845,0.12,2025-12-05 16:46:49
SRCH00008857,USER002184,IPL,CONT000168,CONT000754,0.58,2024-05-15 17:56:26
SRCH00008858,USER001673,Action Movies,CONT000239,CONT000778,0.30,2023-05-19 02:24:15
SRCH00008859,USER000950,IPL,CONT000526,CONT000151,0.42,2023-07-28 00:35:36
SRCH00008860,USER002345,KDrama,CONT000373,CONT000257,0.63,2023-04-06 07:06:18
SRCH00008861,USER002890,Kids,CONT000975,CONT000025,0.71,2025-04-07 15:35:26
SRCH00008862,USER000895,Marvel,CONT000685,CONT000465,0.60,2025-05-21 09:06:51
SRCH00008863,USER000565,Action Movies,CONT000430,CONT000107,0.05,2023-06-10 09:20:26
SRCH00008864,USER002758,Documentary,CONT000838,CONT000838,0.49,2024-10-10 23:21:50
SRCH00008865,USER001868,Documentary,CONT000759,CONT000455,0.42,2023-04-18 02:32:32
SRCH00008866,USER002646,KDrama,CONT000928,CONT000455,0.31,2024-09-17 17:13:57
SRCH00008867,USER001094,Action Movies,CONT000118,CONT000001,0.12,2026-03-06 20:19:19
SRCH00008868,USER001989,Marvel,CONT000861,CONT000190,0.19,2026-05-02 06:34:19
SRCH00008869,USER000529,Documentary,CONT000609,CONT000684,0.13,2025-06-04 11:44:32
SRCH00008870,USER000314,Kids,CONT000324,CONT000264,0.49,2025-12-13 06:33:07
SRCH00008871,USER000342,Drama,CONT000948,CONT000652,0.22,2023-10-19 21:22:42
SRCH00008872,USER000231,KDrama,CONT000799,CONT000105,0.53,2025-03-12 03:56:30
SRCH00008873,USER000456,Action Movies,CONT000590,CONT000031,0.40,2023-03-06 05:20:24
SRCH00008874,USER002970,Action Movies,CONT000005,CONT000533,0.10,2024-10-20 00:05:44
SRCH00008875,USER000184,KDrama,CONT000764,CONT000577,0.40,2023-01-23 11:30:42
SRCH00008876,USER002731,Comedy,CONT000402,CONT000402,0.44,2026-03-12 02:07:10
SRCH00008877,USER000933,Documentary,CONT000429,CONT000200,0.99,2025-08-30 11:01:54
SRCH00008878,USER000944,KDrama,CONT000533,CONT000203,0.59,2023-01-06 01:34:46
SRCH00008879,USER000576,Anime,CONT000744,CONT000139,0.45,2023-02-03 21:15:47
SRCH00008880,USER001725,Anime,CONT000568,CONT000621,0.30,2025-11-29 06:11:23
SRCH00008881,USER000328,Drama,CONT000942,CONT000763,0.74,2023-11-28 12:22:33
SRCH00008882,USER001809,Sci-Fi,CONT000232,CONT000232,0.27,2026-02-08 14:28:37
SRCH00008883,USER002491,Comedy,CONT000345,CONT000877,0.63,2024-08-03 19:50:15
SRCH00008884,USER001280,Comedy,CONT000722,CONT000722,0.81,2024-04-26 12:51:52
SRCH00008885,USER001303,Drama,CONT000096,CONT000096,0.84,2024-05-05 16:35:53
SRCH00008886,USER002887,Drama,CONT000001,CONT000001,0.94,2025-02-01 20:16:21
SRCH00008887,USER002036,IPL,CONT000534,CONT000946,0.29,2023-07-22 19:10:32
SRCH00008888,USER002080,Anime,CONT000268,CONT000587,0.13,2023-07-06 18:05:16
SRCH00008889,USER001024,IPL,CONT000666,CONT000666,0.42,2026-06-16 22:55:13
SRCH00008890,USER000433,Kids,CONT000934,CONT000237,0.87,2025-08-09 18:10:32
SRCH00008891,USER002400,Comedy,CONT000668,CONT000639,0.27,2023-12-22 06:51:19
SRCH00008892,USER001514,Marvel,CONT000215,CONT000040,0.08,2024-10-25 08:49:59
SRCH00008893,USER000351,Documentary,CONT000769,CONT000210,0.52,2025-04-25 12:44:02
SRCH00008894,USER002348,Documentary,CONT000775,CONT000310,0.37,2025-04-19 23:05:13
SRCH00008895,USER002085,Anime,CONT000373,CONT000373,0.97,2025-11-14 09:17:33
SRCH00008896,USER001066,Comedy,CONT000461,CONT000026,0.57,2026-05-30 08:50:02
SRCH00008897,USER002863,Anime,CONT000641,CONT000251,0.22,2025-06-20 14:55:55
SRCH00008898,USER002039,Kids,CONT000078,CONT000842,0.17,2026-01-29 07:56:43
SRCH00008899,USER000198,Drama,CONT000371,CONT000794,0.06,2025-10-04 20:56:01
SRCH00008900,USER000500,Comedy,CONT000785,CONT000549,0.73,2023-11-13 17:38:20
SRCH00008901,USER000291,Action Movies,CONT000673,CONT000673,0.39,2023-12-08 23:43:06
SRCH00008902,USER001876,Action Movies,CONT000868,CONT000868,0.95,2024-09-22 00:34:35
SRCH00008903,USER001070,Comedy,CONT000713,CONT000341,0.20,2025-04-18 15:47:21
SRCH00008904,USER000787,Sci-Fi,CONT000264,CONT000042,0.40,2025-01-06 07:04:38
SRCH00008905,USER001398,KDrama,CONT000348,CONT000326,0.67,2023-12-24 09:30:50
SRCH00008906,USER000946,IPL,CONT000672,CONT000762,0.67,2024-12-29 04:15:29
SRCH00008907,USER000387,Action Movies,CONT000084,CONT000753,0.41,2026-05-04 13:42:20
SRCH00008908,USER001834,Marvel,CONT000693,CONT000693,0.16,2024-03-21 21:21:28
SRCH00008909,USER001281,Anime,CONT000705,CONT000705,0.58,2024-04-04 06:43:20
SRCH00008910,USER000940,Comedy,CONT000226,CONT000468,0.33,2025-09-04 21:24:10
SRCH00008911,USER002066,Drama,CONT000189,CONT000637,0.05,2025-11-16 20:50:54
SRCH00008912,USER000973,IPL,CONT000649,CONT000911,0.55,2025-05-20 01:49:43
SRCH00008913,USER000507,Drama,CONT000904,CONT000721,0.38,2026-06-21 10:30:38
SRCH00008914,USER002207,Marvel,CONT000346,CONT000183,0.57,2024-12-24 15:35:48
SRCH00008915,USER000189,Sci-Fi,CONT000731,CONT000510,0.30,2024-08-30 06:55:06
SRCH00008916,USER001106,Anime,CONT000550,CONT000686,0.21,2023-05-28 04:12:32
SRCH00008917,USER001645,Drama,CONT000295,CONT000808,0.23,2024-01-15 10:45:53
SRCH00008918,USER002804,Kids,CONT000684,CONT000608,0.72,2024-10-22 15:47:21
SRCH00008919,USER000709,KDrama,CONT000291,CONT000779,0.51,2023-04-05 05:29:57
SRCH00008920,USER002587,KDrama,CONT000219,CONT000345,0.48,2024-07-28 17:29:07
SRCH00008921,USER002945,KDrama,CONT000711,CONT000319,0.40,2025-03-11 05:01:17
SRCH00008922,USER000949,IPL,CONT000429,CONT000724,0.36,2025-03-29 12:49:55
SRCH00008923,USER002571,IPL,CONT000978,CONT000978,0.20,2024-11-07 04:42:22
SRCH00008924,USER000931,Anime,CONT000676,CONT000676,0.88,2024-11-02 08:01:36
SRCH00008925,USER000933,Marvel,CONT000435,CONT000776,0.40,2024-11-09 06:32:14
SRCH00008926,USER002207,Comedy,CONT000755,CONT000391,0.81,2023-01-14 05:03:45
SRCH00008927,USER001082,Anime,CONT000505,CONT000505,0.22,2024-01-01 09:22:54
SRCH00008928,USER000399,Sci-Fi,CONT000059,CONT000473,0.50,2025-08-13 12:50:01
SRCH00008929,USER002394,Sci-Fi,CONT000966,CONT000966,0.38,2023-04-09 20:15:46
SRCH00008930,USER002431,Kids,CONT000250,CONT000250,0.79,2023-06-17 01:32:27
SRCH00008931,USER001454,IPL,CONT000949,CONT000128,0.23,2024-06-19 10:54:58
SRCH00008932,USER000293,Kids,CONT000582,CONT000582,0.77,2025-08-28 18:05:43
SRCH00008933,USER002946,Comedy,CONT000620,CONT000620,0.66,2025-03-17 01:18:09
SRCH00008934,USER000283,Action Movies,CONT000441,CONT000200,0.28,2026-06-18 16:07:53
SRCH00008935,USER001847,Drama,CONT000533,CONT000849,0.72,2025-12-02 12:48:19
SRCH00008936,USER002022,Sci-Fi,CONT000783,CONT000783,0.07,2024-01-18 02:23:53
SRCH00008937,USER002304,Anime,CONT000807,CONT000807,0.97,2023-10-08 18:04:45
SRCH00008938,USER002810,Comedy,CONT000132,CONT000403,0.61,2025-05-08 11:44:34
SRCH00008939,USER001662,Sci-Fi,CONT000093,CONT000696,0.49,2023-10-19 00:29:34
SRCH00008940,USER000003,Comedy,CONT000543,CONT000222,0.94,2023-11-06 22:44:24
SRCH00008941,USER002780,Marvel,CONT000713,CONT000713,0.95,2023-12-04 03:28:28
SRCH00008942,USER002179,Sci-Fi,CONT000049,CONT000814,0.45,2024-01-21 16:48:29
SRCH00008943,USER002075,Kids,CONT000895,CONT000749,0.47,2024-08-02 20:17:30
SRCH00008944,USER002748,Marvel,CONT000214,CONT000214,0.64,2024-08-07 04:37:44
SRCH00008945,USER001942,IPL,CONT000127,CONT000127,0.22,2024-10-02 12:12:03
SRCH00008946,USER001360,KDrama,CONT000882,CONT000882,0.44,2025-06-02 15:23:01
SRCH00008947,USER001826,Kids,CONT000642,CONT000642,0.64,2025-03-27 18:08:36
SRCH00008948,USER000606,Kids,CONT000414,CONT000414,0.56,2023-11-22 01:16:21
SRCH00008949,USER000272,Comedy,CONT000456,CONT000391,0.12,2026-04-18 00:04:32
SRCH00008950,USER001928,Comedy,CONT000431,CONT000323,0.26,2025-07-05 07:16:48
SRCH00008951,USER000744,Documentary,CONT000056,CONT000101,0.72,2025-02-18 00:02:11
SRCH00008952,USER002278,Anime,CONT000827,CONT000827,0.59,2024-04-28 04:25:57
SRCH00008953,USER000943,Comedy,CONT000206,CONT000206,0.93,2025-01-25 09:32:39
SRCH00008954,USER002789,Kids,CONT000720,CONT000795,0.37,2024-09-14 11:27:37
SRCH00008955,USER002940,Anime,CONT000410,CONT000465,0.08,2025-06-02 19:03:37
SRCH00008956,USER001330,IPL,CONT000682,CONT000877,0.47,2023-04-08 17:12:03
SRCH00008957,USER001843,IPL,CONT000175,CONT000172,0.52,2023-09-23 16:51:02
SRCH00008958,USER001056,Anime,CONT000424,CONT000926,0.69,2024-04-11 11:47:02
SRCH00008959,USER000842,Drama,CONT000778,CONT000778,0.83,2023-10-03 15:35:04
SRCH00008960,USER000905,Sci-Fi,CONT000186,CONT000843,0.44,2023-01-31 05:29:38
SRCH00008961,USER000122,Kids,CONT000733,CONT000094,0.77,2023-07-16 20:22:28
SRCH00008962,USER001396,Sci-Fi,CONT000953,CONT000953,0.98,2023-03-09 11:00:49
SRCH00008963,USER002545,Comedy,CONT000025,CONT000279,0.58,2025-05-04 15:19:30
SRCH00008964,USER001145,Kids,CONT000143,CONT000750,0.75,2023-05-16 05:14:44
SRCH00008965,USER001134,Marvel,CONT000370,CONT000370,0.95,2025-08-12 15:26:04
SRCH00008966,USER000430,Drama,CONT000900,CONT000103,0.10,2025-03-15 01:18:01
SRCH00008967,USER002275,Action Movies,CONT000292,CONT000292,0.82,2023-02-18 23:05:29
SRCH00008968,USER002455,Drama,CONT000896,CONT000579,0.50,2024-01-13 00:28:19
SRCH00008969,USER001745,Comedy,CONT000356,CONT000901,0.55,2024-06-21 20:09:40
SRCH00008970,USER000207,Anime,CONT000911,CONT000911,0.82,2025-05-18 04:21:20
SRCH00008971,USER000212,Drama,CONT000441,CONT000393,0.54,2024-08-02 00:43:21
SRCH00008972,USER001488,Action Movies,CONT000649,CONT000316,0.67,2025-05-04 23:07:52
SRCH00008973,USER000163,Sci-Fi,CONT000888,CONT000405,0.12,2024-08-06 20:25:40
SRCH00008974,USER001067,IPL,CONT000997,CONT000401,0.12,2025-12-18 13:29:22
SRCH00008975,USER002153,Documentary,CONT000656,CONT000577,0.57,2023-03-18 04:03:36
SRCH00008976,USER001048,Marvel,CONT000345,CONT000100,0.34,2025-07-24 15:08:21
SRCH00008977,USER001465,IPL,CONT000672,CONT000672,0.21,2023-11-07 17:04:36
SRCH00008978,USER002896,Kids,CONT000311,CONT000548,0.80,2023-01-28 15:18:54
SRCH00008979,USER001193,KDrama,CONT000079,CONT000086,0.13,2023-06-21 12:36:07
SRCH00008980,USER002222,Comedy,CONT000246,CONT000387,0.65,2024-06-19 10:34:42
SRCH00008981,USER000671,Marvel,CONT000849,CONT000416,0.04,2024-10-05 03:31:29
SRCH00008982,USER002294,IPL,CONT000845,CONT000812,0.20,2024-10-18 04:04:15
SRCH00008983,USER001278,Comedy,CONT000499,CONT000499,0.13,2023-02-20 07:49:08
SRCH00008984,USER000606,IPL,CONT000605,CONT000482,0.55,2026-01-17 21:04:15
SRCH00008985,USER002627,Sci-Fi,CONT000670,CONT000729,0.77,2023-09-04 23:55:19
SRCH00008986,USER000704,Comedy,CONT000875,CONT000708,0.02,2026-03-12 06:56:05
SRCH00008987,USER001315,Marvel,CONT000248,CONT000330,0.09,2025-09-05 01:45:04
SRCH00008988,USER002747,Kids,CONT000435,CONT000317,0.80,2023-06-18 05:27:32
SRCH00008989,USER002883,Documentary,CONT000333,CONT000601,0.84,2024-06-14 10:15:11
SRCH00008990,USER001939,Marvel,CONT000062,CONT000182,0.10,2024-02-05 08:40:20
SRCH00008991,USER001204,Documentary,CONT000114,CONT000259,0.56,2024-01-10 21:47:01
SRCH00008992,USER002253,Documentary,CONT000796,CONT000796,0.30,2024-03-02 10:28:07
SRCH00008993,USER002981,KDrama,CONT000269,CONT000883,0.04,2025-07-02 01:11:00
SRCH00008994,USER001708,Drama,CONT000920,CONT000920,0.20,2024-10-08 12:12:17
SRCH00008995,USER001197,KDrama,CONT000298,CONT000298,0.63,2026-02-04 17:02:29
SRCH00008996,USER000841,Documentary,CONT000087,CONT000107,0.60,2026-05-30 19:05:56
SRCH00008997,USER002738,Marvel,CONT000950,CONT000950,0.97,2025-08-24 10:56:59
SRCH00008998,USER002469,IPL,CONT000574,CONT000538,0.45,2025-03-17 02:53:28
SRCH00008999,USER002758,IPL,CONT000099,CONT000800,0.76,2025-06-22 01:46:05
SRCH00009000,USER002835,Comedy,CONT000955,CONT000919,0.04,2023-09-21 10:43:25
SRCH00009001,USER002898,Drama,CONT000810,CONT000810,0.20,2024-10-21 18:43:34
SRCH00009002,USER001895,Marvel,CONT000173,CONT000173,1.00,2026-06-16 03:35:00
SRCH00009003,USER002285,Documentary,CONT000759,CONT000759,0.94,2026-03-06 21:32:43
SRCH00009004,USER001294,Kids,CONT000385,CONT000605,0.67,2025-02-18 01:00:17
SRCH00009005,USER000594,Anime,CONT000003,CONT000683,0.53,2026-04-07 10:50:12
SRCH00009006,USER002418,Marvel,CONT000621,CONT000681,0.39,2024-02-12 16:05:11
SRCH00009007,USER002126,Marvel,CONT000289,CONT000047,0.46,2026-05-04 05:30:04
SRCH00009008,USER000742,Documentary,CONT000527,CONT000455,0.74,2023-09-23 05:03:52
SRCH00009009,USER000209,Sci-Fi,CONT000519,CONT000192,0.52,2024-08-24 06:23:50
SRCH00009010,USER001989,IPL,CONT000329,CONT000912,0.03,2024-03-08 14:08:26
SRCH00009011,USER002667,Comedy,CONT000803,CONT000885,0.76,2023-11-10 12:03:50
SRCH00009012,USER002498,Anime,CONT000738,CONT000738,0.39,2024-07-03 18:18:23
SRCH00009013,USER001798,Sci-Fi,CONT000576,CONT000576,0.84,2023-12-04 09:00:48
SRCH00009014,USER001608,Action Movies,CONT000329,CONT000316,0.52,2025-12-23 20:02:20
SRCH00009015,USER000470,IPL,CONT000671,CONT000777,0.22,2024-05-13 23:56:19
SRCH00009016,USER001094,Drama,CONT000973,CONT000933,0.95,2025-04-13 21:08:50
SRCH00009017,USER002918,Documentary,CONT000708,CONT000569,0.64,2026-02-12 01:25:49
SRCH00009018,USER002896,Comedy,CONT000720,CONT000720,0.56,2023-06-15 11:30:09
SRCH00009019,USER000979,IPL,CONT000935,CONT000927,0.13,2024-01-11 04:13:33
SRCH00009020,USER000250,Anime,CONT000436,CONT000473,0.21,2026-02-23 02:55:16
SRCH00009021,USER002317,KDrama,CONT000124,CONT000915,0.38,2025-08-09 07:43:46
SRCH00009022,USER002490,Action Movies,CONT000711,CONT000160,0.10,2025-05-15 20:16:13
SRCH00009023,USER002436,Comedy,CONT000642,CONT000642,0.83,2025-12-29 13:44:09
SRCH00009024,USER000223,Kids,CONT000399,CONT000399,0.74,2024-12-30 03:24:50
SRCH00009025,USER001823,Action Movies,CONT000858,CONT000614,0.36,2026-01-19 23:56:41
SRCH00009026,USER000975,KDrama,CONT000269,CONT000269,0.33,2023-05-24 03:56:20
SRCH00009027,USER001212,Kids,CONT000052,CONT000052,0.94,2023-07-08 17:19:02
SRCH00009028,USER002416,Documentary,CONT000217,CONT000538,0.28,2025-04-07 04:39:41
SRCH00009029,USER000875,Documentary,CONT000648,CONT000648,0.44,2025-10-05 21:56:33
SRCH00009030,USER001366,Action Movies,CONT000596,CONT000596,0.88,2025-06-08 13:13:15
SRCH00009031,USER000385,KDrama,CONT000685,CONT000726,0.20,2024-05-18 18:32:15
SRCH00009032,USER001575,KDrama,CONT000563,CONT000308,0.57,2025-12-08 07:34:57
SRCH00009033,USER001144,Documentary,CONT000937,CONT000937,0.53,2024-03-28 12:20:53
SRCH00009034,USER001447,Anime,CONT000100,CONT000100,0.96,2025-09-10 13:15:25
SRCH00009035,USER002570,IPL,CONT000022,CONT000022,0.39,2024-01-19 05:12:28
SRCH00009036,USER002546,Sci-Fi,CONT000448,CONT000365,0.32,2023-02-20 03:08:30
SRCH00009037,USER002155,Comedy,CONT000457,CONT000078,0.37,2023-10-02 19:46:09
SRCH00009038,USER000813,Comedy,CONT000686,CONT000686,0.58,2025-04-30 10:39:52
SRCH00009039,USER002999,Documentary,CONT000439,CONT000439,0.38,2024-02-02 12:40:12
SRCH00009040,USER001948,Marvel,CONT000545,CONT000315,0.08,2023-09-26 05:53:22
SRCH00009041,USER000350,IPL,CONT000493,CONT000531,0.24,2023-02-17 02:36:07
SRCH00009042,USER001958,Anime,CONT000839,CONT000010,0.28,2023-12-15 09:23:08
SRCH00009043,USER001196,Anime,CONT000886,CONT000716,0.45,2025-06-15 06:52:44
SRCH00009044,USER002114,Documentary,CONT000273,CONT000233,0.12,2026-03-25 08:54:44
SRCH00009045,USER000926,IPL,CONT000028,CONT000441,0.02,2023-01-17 14:16:16
SRCH00009046,USER000358,Drama,CONT000504,CONT000365,0.32,2024-03-04 21:26:05
SRCH00009047,USER001860,Kids,CONT000834,CONT000202,0.45,2026-03-07 12:07:15
SRCH00009048,USER000394,Documentary,CONT000038,CONT000038,0.94,2025-04-13 17:37:03
SRCH00009049,USER000163,Marvel,CONT000985,CONT000211,0.67,2025-05-24 17:48:11
SRCH00009050,USER002925,IPL,CONT000799,CONT000770,0.70,2023-04-16 14:06:11
SRCH00009051,USER001498,Drama,CONT000206,CONT000011,0.62,2024-03-29 01:16:10
SRCH00009052,USER001290,Drama,CONT000293,CONT000911,0.11,2024-08-29 01:01:48
SRCH00009053,USER000462,KDrama,CONT000528,CONT000528,0.51,2024-02-08 19:13:41
SRCH00009054,USER002520,Marvel,CONT000894,CONT000834,0.23,2026-02-13 10:56:15
SRCH00009055,USER002016,Documentary,CONT000534,CONT000534,0.77,2026-01-22 11:33:15
SRCH00009056,USER002665,Documentary,CONT000016,CONT000152,0.55,2025-09-13 20:07:00
SRCH00009057,USER002241,IPL,CONT000647,CONT000647,0.86,2026-06-17 11:48:42
SRCH00009058,USER000231,IPL,CONT000660,CONT000660,0.93,2023-03-18 06:57:04
SRCH00009059,USER002650,Action Movies,CONT000642,CONT000624,0.17,2023-12-26 09:58:07
SRCH00009060,USER001532,Kids,CONT000916,CONT000149,0.34,2024-09-16 04:04:25
SRCH00009061,USER002995,Documentary,CONT000030,CONT000995,0.67,2023-05-09 23:47:41
SRCH00009062,USER001184,Kids,CONT000627,CONT000627,0.38,2025-08-13 12:20:34
SRCH00009063,USER000655,Drama,CONT000711,CONT000959,0.68,2025-11-18 20:53:46
SRCH00009064,USER001155,Action Movies,CONT000390,CONT000434,0.74,2023-10-24 17:33:28
SRCH00009065,USER000504,Action Movies,CONT000195,CONT000257,0.03,2026-06-28 17:30:52
SRCH00009066,USER002922,Action Movies,CONT000873,CONT000873,0.85,2025-12-24 19:57:22
SRCH00009067,USER000389,KDrama,CONT000844,CONT000708,0.69,2023-08-07 01:43:20
SRCH00009068,USER001260,Drama,CONT000658,CONT000468,0.32,2025-03-02 13:22:11
SRCH00009069,USER002797,Sci-Fi,CONT000251,CONT000794,0.59,2025-12-17 22:16:19
SRCH00009070,USER001649,KDrama,CONT000149,CONT000149,0.90,2024-12-06 22:51:54
SRCH00009071,USER002862,IPL,CONT000917,CONT000917,1.00,2024-09-20 22:40:37
SRCH00009072,USER002670,Drama,CONT000519,CONT000472,0.11,2023-11-23 22:07:54
SRCH00009073,USER000862,Drama,CONT000225,CONT000947,0.84,2023-02-25 12:51:47
SRCH00009074,USER001100,Comedy,CONT000775,CONT000775,0.49,2023-01-25 23:47:48
SRCH00009075,USER000944,Kids,CONT000421,CONT000421,0.99,2023-02-24 22:15:57
SRCH00009076,USER001522,IPL,CONT000114,CONT000333,0.37,2023-03-13 09:42:14
SRCH00009077,USER001808,Kids,CONT000389,CONT000027,0.29,2026-02-28 03:58:37
SRCH00009078,USER001760,Documentary,CONT000770,CONT000657,0.67,2023-12-17 04:41:02
SRCH00009079,USER002578,Documentary,CONT000017,CONT000063,0.41,2025-01-19 11:25:33
SRCH00009080,USER000931,Kids,CONT000322,CONT000440,0.67,2026-01-18 01:48:26
SRCH00009081,USER000091,Kids,CONT000050,CONT000057,0.51,2026-03-05 13:09:22
SRCH00009082,USER002682,Documentary,CONT000527,CONT000527,0.85,2024-09-03 17:56:24
SRCH00009083,USER001347,KDrama,CONT000652,CONT000966,0.99,2023-08-01 21:18:20
SRCH00009084,USER001134,Marvel,CONT000826,CONT000047,0.14,2025-03-02 04:02:22
SRCH00009085,USER002703,Anime,CONT000285,CONT000006,0.67,2025-07-30 15:43:49
SRCH00009086,USER000363,KDrama,CONT000530,CONT000008,0.60,2025-10-14 19:47:39
SRCH00009087,USER002592,KDrama,CONT000501,CONT000501,0.91,2026-04-15 04:19:01
SRCH00009088,USER001126,KDrama,CONT000906,CONT000779,0.66,2023-09-13 14:47:11
SRCH00009089,USER002264,Kids,CONT000362,CONT000559,0.30,2026-05-09 00:59:10
SRCH00009090,USER000695,Anime,CONT000568,CONT000574,0.64,2026-06-15 05:12:41
SRCH00009091,USER001798,Kids,CONT000564,CONT000172,0.53,2024-03-12 10:36:19
SRCH00009092,USER001422,KDrama,CONT000076,CONT000076,0.95,2024-03-11 14:16:43
SRCH00009093,USER001122,Marvel,CONT000697,CONT000683,0.38,2024-08-04 15:21:45
SRCH00009094,USER002719,Drama,CONT000990,CONT000340,0.28,2023-07-14 03:37:53
SRCH00009095,USER000138,Comedy,CONT000818,CONT000279,0.16,2024-07-12 18:15:01
SRCH00009096,USER001718,Anime,CONT000724,CONT000931,0.29,2023-09-05 09:55:18
SRCH00009097,USER002833,Kids,CONT000459,CONT000801,0.33,2023-01-07 18:50:57
SRCH00009098,USER001150,Kids,CONT000482,CONT000061,0.64,2023-06-12 07:58:02
SRCH00009099,USER002324,Action Movies,CONT000443,CONT000121,0.61,2024-09-26 21:15:29
SRCH00009100,USER000735,IPL,CONT000669,CONT000428,0.77,2024-06-20 11:35:16
SRCH00009101,USER000852,Marvel,CONT000067,CONT000553,0.68,2026-04-05 19:12:45
SRCH00009102,USER001678,Action Movies,CONT000451,CONT000865,0.81,2023-06-07 04:35:06
SRCH00009103,USER001917,IPL,CONT000537,CONT000167,0.13,2023-09-05 14:23:04
SRCH00009104,USER001270,Anime,CONT000402,CONT000402,0.97,2024-01-21 01:17:21
SRCH00009105,USER001624,IPL,CONT000869,CONT000170,0.52,2024-07-18 03:34:59
SRCH00009106,USER002441,Marvel,CONT000018,CONT000764,0.56,2024-02-29 04:45:11
SRCH00009107,USER002748,Anime,CONT000042,CONT000340,0.13,2024-06-13 02:01:35
SRCH00009108,USER000923,Anime,CONT000996,CONT000733,0.65,2023-12-18 23:41:08
SRCH00009109,USER000476,Sci-Fi,CONT000026,CONT000026,0.44,2023-02-16 03:02:08
SRCH00009110,USER001305,Sci-Fi,CONT000175,CONT000758,0.54,2026-06-15 13:47:18
SRCH00009111,USER000828,Marvel,CONT000748,CONT000444,0.69,2026-03-07 19:15:40
SRCH00009112,USER000598,Drama,CONT000539,CONT000515,0.51,2023-10-27 09:12:24
SRCH00009113,USER002261,Marvel,CONT000112,CONT000952,0.01,2024-06-13 18:57:27
SRCH00009114,USER000954,Drama,CONT000218,CONT000326,0.42,2023-12-02 00:46:18
SRCH00009115,USER001509,KDrama,CONT000726,CONT000726,0.99,2026-05-14 12:38:59
SRCH00009116,USER000031,Sci-Fi,CONT000135,CONT000959,0.97,2026-06-22 13:39:37
SRCH00009117,USER001955,Marvel,CONT000800,CONT000543,0.76,2024-07-30 10:01:51
SRCH00009118,USER002252,Kids,CONT000840,CONT000840,0.68,2023-04-20 16:32:25
SRCH00009119,USER001178,Drama,CONT000334,CONT000334,0.03,2024-05-04 20:15:16
SRCH00009120,USER001326,Anime,CONT000117,CONT000117,0.13,2023-10-23 13:03:15
SRCH00009121,USER000940,Drama,CONT000695,CONT000571,0.41,2023-08-23 19:30:20
